,PMCID,Abstract
107,4398332,"TITLE.
Acute effects of delta-9-tetrahydrocannabinol, cannabidiol and their combination on facial emotion recognition: A randomised, double-blind, placebo-controlled study in cannabis users

ABSTRACT.
Acute administration of the primary psychoactive constituent of cannabis, Δ-9-tetrahydrocannabinol (THC), impairs human facial affect recognition, implicating the endocannabinoid system in emotional processing. Another main constituent of cannabis, cannabidiol (CBD), has seemingly opposite functional effects on the brain. This study aimed to determine the effects of THC and CBD, both alone and in combination on emotional facial affect recognition. 48 volunteers, selected for high and low frequency of cannabis use and schizotypy, were administered, THC (8 mg), CBD (16 mg), THC+CBD (8 mg+16 mg) and placebo, by inhalation, in a 4-way, double-blind, placebo-controlled crossover design. They completed an emotional facial affect recognition task including fearful, angry, happy, sad, surprise and disgust faces varying in intensity from 20% to 100%. A visual analogue scale (VAS) of feeling 'stoned' was also completed. In comparison to placebo, CBD improved emotional facial affect recognition at 60% emotional intensity; THC was detrimental to the recognition of ambiguous faces of 40% intensity. The combination of THC+CBD produced no impairment. Relative to placebo, both THC alone and combined THC+CBD equally increased feelings of being 'stoned'. CBD did not influence feelings of 'stoned'. No effects of frequency of use or schizotypy were found. In conclusion, CBD improves recognition of emotional facial affect and attenuates the impairment induced by THC. This is the first human study examining the effects of different cannabinoids on emotional processing. It provides preliminary evidence that different pharmacological agents acting upon the endocannabinoid system can both improve and impair recognition of emotional faces."
108,4435702,"TITLE.
Double-blind, placebo-controlled study of HGF gene therapy in diabetic neuropathy

ABSTRACT.OBJECTIVE.
To evaluate the safety and efficacy of a plasmid (VM202) containing two human hepatocyte growth factor isoforms given by intramuscular injections in patients with painful diabetic neuropathy.

ABSTRACT.METHODS.
In a double-blind, placebo-controlled study, patients were randomized to receive injections of 8 or 16 mg VM202 per leg or placebo. Divided doses were administered on Day 0 and Day 14. The prospective primary outcome was change in the mean pain score measured by a 7 day pain diary. Secondary outcomes included a responder analysis, quality of life and pain measures, and intraepidermal nerve fiber density.

ABSTRACT.RESULTS.
There were no significant adverse events attributable to VM202. Eighty-four patients completed the study. Patients receiving 8 mg VM202 per leg improved the most in all efficacy measures including a significant (P = 0.03) reduction at 3 months in the mean pain score and continued but not statistically significant reductions in pain at 6 and 9 months. Of these patients, 48.4% experienced a ≥50% reduction in pain compared to 17.6% of placebo patients. There were also significant improvements in the brief pain inventory for patients with diabetic peripheral neuropathy and the questionnaire portion of the Michigan Neuropathy Screening Instrument. Patients not on pregabalin or gabapentin had the largest reductions in pain.

ABSTRACT.INTERPRETATION.
VM202 was safe, well tolerated and effective indicating the feasibility of a nonviral gene therapy approach to painful diabetic neuropathy. Two days of treatment were sufficient to provide symptomatic relief with improvement in quality of life for 3 months. VM202 may be particularly beneficial for patients not taking gabapentin or pregabalin."
109,4439020,"TITLE: 
Normobaric Hyperoxia for Treatment of Pneumocephalus after Posterior Fossa Surgery in the Semisitting Position: A Prospective Randomized Controlled TrialNormobaric Hyperoxia for Treatment of Pneumocephalus

ABSTRACT.BACKGROUND:
Supratentorial pneumocephalus after posterior fossa surgery in the semisitting position may lead to decreased alertness and other symptoms. We here aimed to prove the efficacy of normobaric hyperoxia on the absorption of postoperative pneumocephalus according to a standardized treatment protocol.

ABSTRACT.METHODS AND FINDINGS:
We enrolled 44 patients with postoperative supratentorial pneumocephalus (> 30 ml) after posterior fossa surgery in a semisitting position. After randomisation procedure, patients received either normobaric hyperoxia at FiO2 100% over an endotracheal tube for 3 hours (treatment arm) or room air (control arm). Routine cranial CT scans were performed immediately (CT1) and 24 hours (CT2) after completion of surgery and were rated without knowledge of the therapy arm. Two co-primary endpoints were assessed: (i) mean change of pneumocephalus volume, and (ii) air resorption rate in 24 hours. Secondary endpoints were subjective alertness (Stanford Sleepiness Scale) postoperatively and attention (Stroop test), which were evaluated preoperatively and 24 hours after surgery. The mean change in pneumocephalus volume was higher in patients in the treatment arm as compared to patients in the control arm (p = 0.001). The air resorption rate was higher in patients in the treatment arm as compared to patients in the control arm (p = 0.0015). Differences were more pronounced in patients aged 52 years and older. No difference between patients in treatment arm and control arm was observed for the Stroop test. The distribution of scores in the Stanford Sleepiness Scale differed in the treatment arm as compared to the control arm, and there was a difference in mean values (p = 0.015).

ABSTRACT.CONCLUSIONS:
Administration of normobaric hyperoxia at FiO2 100% via an endotracheal tube for 3 hours is safe and efficacious in the treatment of pneumocephalus after posterior fossa surgery in the semisitting position. Largest benefit was found in elderly patients and particularly in older men.

ABSTRACT.TRIAL REGISTRATION:
German Clinical Trials Register DRKS00006273"
110,4450858,"TITLE.
A comparison of inpatient with outpatient balloon catheter cervical ripening: a pilot randomized controlled trial

ABSTRACT.BACKGROUND.
One in four Australian births are induced. If cervical ripening using a prostaglandin is required, a pre-labour overnight hospitalisation and separation from family and support companions is necessary. Recent evidence shows that balloon catheter cervical ripening is just as effective as prostaglandins, but does not cause uterine stimulation. For women with low risk pregnancies, this offers the possibility of undergoing the overnight ripening process in their own home. We conducted a pilot randomised trial to assess the outcomes, clinical pathways and acceptability to both women and clinicians of outpatient balloon catheter ripening compared with usual inpatient care.

ABSTRACT.METHODS.
Forty-eight women with low risk term pregnancies were randomised (2:1) to either outpatient (n = 33) or inpatient double-balloon catheter (n = 15) cervical ripening. Although not powered for statistically significant differences, the study explored potential direction of effect for key clinical outcomes such as oxytocin use, caesarean section and morbidities. Feedback on acceptability was sought from women at catheter insertion and 4 weeks after the birth, and from midwives and doctors, at the end of the study.

ABSTRACT.RESULTS.
Clinical and perinatal outcomes were similar. Most women required oxytocin (77 %). The outpatient group were 24 % less likely to require oxytocin (risk difference −23.6 %, 95 % CI −43.8 to −3.5). There were no failed inductions, infections or uterine hyperstimulation attributable to the catheter in either group. Most women in both groups reported discomfort with insertion and wearing the catheter, but were equally satisfied with their care and felt the baby was safe (91 % both groups). Outpatient women reported feeling less isolated or emotionally alone. Most midwives and doctors (n = 90) agreed that they are more comfortable in sending home a woman with a catheter than prostaglandins and 90 % supported offering outpatient ripening to eligible women.

ABSTRACT.CONCLUSIONS.
Outpatient balloon catheter ripening should be further investigated as an option for women in an adequately powered randomised trial.

ABSTRACT.TRIAL REGISTRATION.
Prospectively registered, Australian New Zealand Clinical Trials Registry ACTRN12612001184864."
111,4472927,"TITLE.
Effect of 

ABSTRACT.
Different amounts of ingested alcohol can have distinct effects on the human body. However, there is limited research on chronic alcohol consumption with Helicobacter pylori infection. We sought to investigate the relationship between the cytokine profile, oxidative balance and H. pylori infection in subjects with chronic alcohol consumption. A total of 142 subjects were divided into three groups: 59 subjects with chronic alcohol ingestion and H. pylori infection (group A); 53 subjects with chronic alcohol ingestion without H. pylori infection (group B); and 30 control subjects (group C). The serum levels of CagA, interleukin (IL)-10, E-selectin, TNF-α, malondialdehyde (MDA) and superoxide dismutase (SOD) activity were measured by enzyme-linked immunosorbent assay (ELISA). We found that the ages and serum H. pylori CagA levels among the three groups, as well as both the mean drinking age and the mean daily alcohol consumption between groups A and B, were matched and comparable. Comparing the BMIs among the three groups, the BMI differences were found to be statistically significant (F=3.921, P<0.05). Compared with group C, the BMIs in groups A and B were significantly higher (P<0.001 and P<0.01, respectively); however, the BMI differences between group A and group B were not statistically significant (P>0.05). Additionally, no differences in the serum CagA levels were found in comparisons among the groups (all P>0.05). The serum IL-10 and E-selectin levels in group A were significantly lower than those in group B (serum IL-10: P<0.05; E-selectin: P<0.05). The serum IL-10 in group A was significantly higher than that in group C (P<0.01); the serum E-selectin levels in group A did not significantly differ compared with those in group C (P>0.05). Furthermore, the serum IL-10 and E-selectin levels in group B were significantly higher than those in group C (serum IL-10: P<0.001; E-selectin: P<0.05); however, the serum TNF-α levels did not differ among groups (all P>0.05). Although the serum levels of MDA and SOD in groups A and B were slightly lower than those in group C, there were no significant differences among groups (all P>0.05). In conclusion, we believe that H. pylori infection might cause a significant inhibition of certain cytokine profiles in subjects with chronic alcohol ingestion. Moreover, chronically ingested alcohol may exert an adjusted inflammatory effect, but there was no association between H. pylori infection, chronic alcohol consumption and oxidative balance."
112,4488551,"TITLE.
Effect of Astaxanthin Supplementation on Salivary IgA, Oxidative
Stress, and Inflammation in Young Soccer Players

ABSTRACT.
The physiologic stress induced by physical activity is reflected in immune system perturbations, oxidative stress, muscle injury, and inflammation. We investigated the effect of astaxanthin (Asx) supplementation on salivary IgA (sIgA) and oxidative stress status in plasma, along with changes in biochemical parameters and total/differential white cell counts. Forty trained male soccer players were randomly assigned to Asx and placebo groups. Asx group was supplemented with 4 mg of Asx. Saliva and blood samples were collected at the baseline and after 90 days of supplementation in preexercise conditions. We observed a rise of sIgA levels at rest after 90 days of Asx supplementation, which was accompanied with a decrease in prooxidant-antioxidant balance. The plasma muscle enzymes levels were reduced significantly by Asx supplementation and by regular training. The increase in neutrophil count and hs-CRP level was found only in placebo group, indicating a significant blunting of the systemic inflammatory response in the subjects taking Asx. This study indicates that Asx supplementation improves sIgA response and attenuates muscle damage, thus preventing inflammation induced by rigorous physical training. Our findings also point that Asx could show significant physiologic modulation in individuals with mucosal immunity impairment or under conditions of increased oxidative stress and inflammation."
113,4493951,"TITLE.
Haloperidol dose combined with dexamethasone for PONV prophylaxis in high-risk patients undergoing gynecological laparoscopic surgery: a prospective, randomized, double-blind, dose-response and placebo-controlled study

ABSTRACT.BACKGROUND.
Low-dose haloperidol is known to be effective for the prevention of postoperative nausea and vomiting (PONV). However, precise dose-response studies have not been completed, especially in patients at high risk for PONV who require combination therapy. This study sought to identify which dose of haloperidol 1mg or 2mg could be combined with dexamethasone without adverse effects in high-risk patients undergoing gynecological laparoscopic surgery.

ABSTRACT.METHODS.
Female adults (n = 150) with three established PONV risk factors based on Apfel's score were randomized into one of three study groups. At the end of anesthesia, groups H0, H1, and H2 were given intravenous (IV) saline, haloperidol 1 mg, and haloperidol 2 mg, respectively. All patients were given dexamethasone 5 mg during the induction of anesthesia. The overall early (0–2 h) and late (2–24 h) incidences of nausea, vomiting, rescue anti-emetic administration, pain, and adverse effects (cardiac arrhythmias and extrapyramidal effects) were assessed postoperatively. The sedation score was recorded in the postanesthesia care unit (PACU).

ABSTRACT.RESULTS.
The total incidence of PONV over 24 h was significantly lower in groups H1 (29 %) and H2 (24 %) than in group H0 (54 %; P = 0.003), but there was no significant difference between groups H1 and H2. In the PACU, group H2 had a higher sedation score than groups H1 and H0 (P < 0.001).

ABSTRACT.CONCLUSIONS.
For high-risk PONV patients undergoing gynecological laparoscopic surgery, when used with dexamethasone, 1-mg haloperidol was equally effective as 2 mg in terms of preventing PONV with the less sedative effect.

ABSTRACT.TRIAL REGISTRATION.
ClinicalTrials.gov (NCT01639599)."
114,4517637,"TITLE.
The effect of short-term high versus normal protein intake on whole-body protein synthesis and balance in children following cardiac surgery: a randomized double-blind controlled clinical trial

ABSTRACT.BACKGROUND.
Infants undergoing cardiac surgery are at risk of a negative protein balance, due to increased proteolysis in response to surgery and the cardiopulmonary bypass circuit, and limited intake. The aim of the study was to quantify the effect on protein kinetics of a short-term high-protein (HP) diet in infants following cardiac surgery.

ABSTRACT.METHODS.
In a prospective, double-blinded, randomized trial we compared the effects of a HP (5 g · kg−1 · d−1) versus normal protein (NP, 2 g · kg−1 · d−1) enteral diet on protein kinetics in children <24 months, on day 2 following surgical repair of congenital heart disease. Valine kinetics and fractional albumin synthesis rate (FSRalb) were measured with mass spectrometry using [1-13C]valine infusion. The Mann–Whitney U test was used to investigate differences between group medians. Additionally, the Hodges-Lehmann procedure was used to create a confidence interval with a point estimate of median differences between groups.

ABSTRACT.RESULTS.
Twenty-eight children (median age 9 months, median weight 7 kg) participated in the study, of whom in only 20 subjects isotopic data could be used for final calculations. Due to underpowering of our study, we could not draw conclusions on the primary outcome parameters. We observed valine synthesis rate of 2.73 (range: 0.94 to 3.36) and 2.26 (1.85 to 2.73) μmol · kg−1 · min−1 in the HP and NP diet, respectively. The net valine balance was 0.54 (−0.73 to 1.75) and 0.24 (−0.20 to 0.63) μmol · kg−1 · min−1 in the HP and NP group. Between groups, there was no difference in FSRalb. We observed increased oxidation and BUN in the HP diet, compared to the NP diet, as a plausible explanation of the metabolic fate of surplus protein.

ABSTRACT.CONCLUSIONS.
It is plausible that the surplus protein in the HP group has caused the increase of valine oxidation and ureagenesis, compared to the NP group. Because too few patients had completed the study, we were unable to draw conclusions on the effect of a HP diet on protein synthesis and balance. We present our results as new hypothesis generating data.

ABSTRACT.TRIAL REGISTRATION.
Dutch Trial Register NTR2334."
115,4555141,"TITLE.
The Long Term Impact of Micronutrient Supplementation during Infancy on Cognition and Executive Function Performance in Pre-School Children

ABSTRACT.
Brain growth and development are critically dependent on several micronutrients. During early development cellular activity may be sensitive to micronutrient deficiencies, however the evidence from human studies is equivocal. The objective of this study was to examine the long-term cognitive and social-emotional effects of multiple micronutrient supplementation compared with iron supplementation alone, administered during infancy. This study was a follow-up to an initial randomized, double-blind controlled trial (RCT) in 2010 in which 902 infants, aged 6–17 months, from Lima, Peru, were given daily supplements of either iron (Fe) or multiple micronutrients (MMN) including zinc (451 in each group). The supplementation period for both groups was six months. In 2012, a subsample of 184 children from the original cohort (now aged 36–48 months) was randomly selected to participate in a follow-up trial and was assessed for intelligence, working memory, inhibition, and executive function. The tests showed no significant differences between the supplementation groups though there were some gender differences, with girls displaying higher scores than boys across both groups on the Wechsler Preschool and Primary Scale of Intelligence (WPPSI) Verbal IQ sentences subtest, the Day-Night cognitive test and on the Brief Infant-Toddler Social Emotional Assessment (BITSEA) social competency, and boys scoring higher than girls in problem behaviour. The results indicate that MMN supplementation had no long term additional effects on cognitive function compared with iron supplementation alone. The timing of supplement administration for maximum impact on a child's cognitive development requires further investigation."
116,4562579,"TITLE.
Low-load resistance training during step-reduction attenuates declines in muscle mass and strength and enhances anabolic sensitivity in older men

ABSTRACT.
Step-reduction (SR) in older adults results in muscle atrophy and an attenuated rise in postprandial muscle protein synthesis (MPS): anabolic resistance. Knowing that resistance exercise (RT) can enhance MPS, we examined whether RT could enhance MPS following 2 weeks of SR. In addition, as we postulated that SR may impair feeding-induced vasodilation limiting nutrient delivery to muscle, we also examined whether citrulline (CIT), as an arginine and nitric oxide precursor, could attenuate muscle anabolic resistance accompanying SR. We used a unilateral leg model to compare older subjects' who had undergone SR to a loaded condition of SR plus RT (SR + RT). Thirty older men (70 ± 1 years) underwent 14 days of SR (<1500 steps/day) with supplementation of either 5 g/day CIT or glycine placebo. Throughout SR, subjects performed unilateral low-load RT thrice weekly. We assessed muscle protein synthesis in the postabsorptive and postprandial state (20 g whey isolate plus 15 g glycine or as micellar-whey with 5 g CIT or 15 g glycine, n = 10/group). As MPS was similar after ingestion of either whey isolate, micellar-whey, or micellar-whey + CIT data related to different dietary groups were collapsed to compare SR and SR + RT legs. Subjects' daily steps were reduced by 80 ± 2% during SR (P < 0.001) compared with baseline. Leg fat-free mass decreased with SR (−124 ± 61 g) and increased in the SR + RT (+126 ± 68 g; P = 0.003). Myofibrillar FSR was lower (P < 0.0001) in the SR as compared with the SR + RT leg in the postabsorptive (0.026 ± 0.001%/h vs. 0.045 ± 0.001%/h) and postprandial states (0.055 ± 0.002%/h vs. 0.115 ± 0.003%/h). We conclude that low-load RT, but not supplementation with CIT, can attenuate the deleterious effects of SR in aging muscle."
117,4574984,"TITLE.
Patient Empowerment Improved Perioperative Quality of Care in Cancer Patients Aged ≥ 65 Years – A Randomized Controlled Trial

ABSTRACT.PURPOSE.
This randomized controlled, clinical prospective interventional trial was aimed at exploring the effect of patient empowerment on short- and long-term outcomes after major oncologic surgery in elderly cancer patients.

ABSTRACT.METHODS.
This trial was performed from February 2011 to January 2014 at two tertiary medical centers in Germany. The study included patients aged 65 years and older undergoing elective surgery for gastro-intestinal, genitourinary, and thoracic cancer. The patients were randomly assigned to the intervention group, i.e. patient empowerment through information booklet and diary keeping, or to the control group, which received standard care. Randomization was done by block randomization in blocks of four in order of enrollment. The primary outcome were 1,postoperative length of hospital stay (LOS) and 2. long-term global health-related quality of life (HRQoL) one year postoperatively. HRQoL was assessed using the EORTC QLQ C30 questionnaire. Secondary outcomes encompassed postoperative stress and complications. Further objectives were the identification of predictors of LOS, and HRQoL at 12 months.

ABSTRACT.RESULTS.
Overall 652 patients were included. The mean age was 72 ± 4.9 years, and the majority of patients were male (68.6%, n = 447). The ^median of postoperative length of stay was 9 days (IQR 7–14 day). There were no significant differences between the intervention and the control groups in postoperative LOS (p = 0.99) or global HRQoL after one year (women: p = 0.54, men: p = 0.94). While overall complications and major complications occurred in 74% and 24% of the cases, respectively, frequency and severity of complications did not differ significantly between the groups. Patients in the intervention group reported significantly less postoperative pain (p = 0.03) than the control group. Independent predictors for LOS were identified as severity of surgery, length of anesthesia, major postoperative complications, nutritional state, and pre-operative physical functional capacity measured by the Timed Up and Go-test by multiple robust regressions.

ABSTRACT.CONCLUSION.
Patient empowerment through information booklet and diary keeping did not shorten the postoperative LOS in elderly onco-surgical patients, but improved quality of care regarding postoperative pain. Postoperative length of stay is influenced by pre-operative nutritional state, pre-operative functional impairment, severity of surgery, and length of anesthesia.

ABSTRACT.TRIAL REGISTRATION.
Clinicaltrials.gov. Identifier NCT01278537"
118,4577567,"TITLE.
The effect of uphill stride manipulation on race walking gait

ABSTRACT.
Stride length analysis represents an easy method for assessing race walking kinematics. However, the stride parameters emerging from such an analysis have never been used to design a training protocol aimed at increasing stride length. With this aim, we investigated the effects of stride frequency manipulation during three weeks of uphill (2%) training on stride length at iso-efficiency speed. Twelve male race walkers were randomly allocated to one of two training groups: stride frequency manipulation (RWM, n=6) and free stride frequency (RWF, n=6). Results. Kinematic parameters measured before and after the 3-week training in RWM showed increased stride length (4.54%; p<0.0001) and contact time (4.58%; p<0.001); inversely, a decreased stride frequency (4.44%; p<0.0001) and internal work (7.09%; p<0.05) were found. In RWF the effect of the training showed a decrease in stride length (1.18%; p<0.0001) and contact time (<1%; p<0.0001) with respect to baseline conditions and an increased stride frequency and internal work of 1.19% (p<0.0001). These results suggest that using slopes (2%) as RWM could help coaches to provide some training methods that would improve an athlete's performance, through increasing stride length without altering his or her race walking technique or metabolic demands."
119,4599047,"TITLE.
Superion

ABSTRACT.PURPOSE.
This report provides the 3-year clinical outcomes from the randomized, controlled US Food and Drug Administration Investigational Device Exemption trial of the Superion® for the treatment of moderate degenerative lumbar spinal stenosis.

ABSTRACT.PATIENTS AND METHODS.
The Superion® was evaluated in the treatment of subjects aged 45 years or older suffering from symptoms of intermittent neurogenic claudication, secondary to a confirmed diagnosis of moderate degenerative lumbar spinal stenosis at one or two contiguous levels from L1 to L5. Patients were treated between June 2008 and December 2011 at 31 investigational sites. Three hundred ninety-one subjects were included in the randomized study group consisting of 190 Superion® and 201 X-STOP® control subjects. The primary composite endpoint was individual patient success based on four components: improvement in two of three domains of the Zurich Claudication Questionnaire, no reoperations at the index level, no major implant/procedure-related complications, and no clinically significant confounding treatments.

ABSTRACT.RESULTS.
At 3 years, the proportion of subjects achieving the primary composite endpoint was greater for Superion® (63/120, 52.5%) than for X-STOP® (49/129, 38.0%) (P=0.023) and the corresponding success rates exceeded 80% for each of the individual components of the primary endpoint in the Superion® group (range: 81%–91%). Improvements in back and leg pain severity as well as back- and disease-specific functional outcomes were also maintained through 36 months.

ABSTRACT.CONCLUSION.
The 3-year outcomes from this randomized controlled trial demonstrate durable clinical improvement consistently across all clinical outcomes for the Superion® in the treatment of patients with moderate degenerative lumbar spinal stenosis."
120,4609664,"TITLE.
Effects of Reciproc, Mtwo and ProTaper Instruments on Formation of Root Fracture

ABSTRACT.INTRODUCTION:.
The aim of this study was to compare the formation of dentinal crack and craze lines in the root dentin during root canal preparation with three different NiTi endodontic systems, naming Reciproc (RCP), ProTaper Universal (PTU) and Mtwo. 

ABSTRACT.METHODS AND MATERIALS:.
One hundred extracted mandibular premolars with single canals were selected and decoronated. The teeth were randomly divided into four groups of 25 each (n=25). In groups 1, 2 and 3 the teeth were prepared using Mtwo, PTU and RCP, respectively. While in group 4 (control group) the samples were left unprepared. After preparation, all specimens were sectioned perpendicular to the long axis of root at 3, 5 and 9-mm distances from the apex. The sections were then individually observed under 12× magnification using stereomicroscope. The data was analyzed using the chi-square and Fisher's exact tests. The level of significance was set at 0.05. 

ABSTRACT.RESULTS:.
No cracks were observed in the control group. All engine-driven systems caused dentinal cracks. Mtwo and PTU caused cracks significantly more than RCP (P<0.05). There was no significant difference between RCP and control group (P>0.05). 

ABSTRACT.CONCLUSION:.
All three engine-driven systems created dentinal defects. Reciproc caused less cracks than Mtwo and ProTaper Universal."
121,4624894,"TITLE.
24 versus 48 Weeks of Peginterferon Plus Ribavirin in Hepatitis C Virus Genotype 6 Chronically Infected Patients with a Rapid Virological Response: A Non-Inferiority Randomized Controlled Trial

ABSTRACT.OBJECTIVES.
The optimal treatment of hepatitis C virus (HCV) genotype 6 is unclear owing to its limited geographic distribution. Because of a high predictive value of rapid virological response (RVR) for sustained virological response (SVR), we conducted an open-label randomized controlled trial to compare 24- and 48-week peginterferon/ribavirin combination therapy for patients with HCV genotype 6 in Southern China who achieved an RVR.

ABSTRACT.METHODS AND FINDINGS.
Treatment-naive, non-cirrhotic patients with chronic hepatitis C genotype 6 were treated with pegylated interferon α-2a (180 μg/week) and ribavirin (800–1,200 mg, according to weight) for 4 weeks. Patients who achieved an RVR, which was defined as HCV RNA negativity at week 4 (<50 IU), were randomized to receive either an additional 20 or 44 weeks of treatment (24- and 48-week treatment groups, respectively). The primary outcome measure was SVR. From January 2011 to June 2014, 152(152/210, 72.4%) patients with HCV genotype 6a and RVR were randomized 1:1 to the 24- or 48-week treatment group. The SVR rates in the 24- and 48-week groups in the intention-to-treat analysis were 90.8% (69/76) and 88.2% (67/76), respectively; those in the per-protocol analysis were 95.7% (67/70) and 97.0% (64/66), respectively. More patients in the 48-week group had anemia (46.1% vs. 28.9%, P = 0.03), but other adverse events were comparable between the groups. The limitation of the present study was that only patients from Southern China were enrolled which may inhibit the extensive application of the findings.

ABSTRACT.CONCLUSION.
Twenty-four weeks of peginterferon/ribavirin combination therapy was non-inferior to 48 weeks in patients with HCV genotype 6a in Southern China who achieved an RVR.

ABSTRACT.TRIAL REGISTRATION.
ClinicalTrials.gov NCT01263860"
122,4687242,"TITLE.
Efficacy of 

ABSTRACT.INTRODUCTION:.
Ashwagandha (Withania somnifera [L.] Dunal) has been traditionally used for various actions ranging from vitalizer, improve endurance and stamina, promote longevity, improve immunity, and male and female fertility. However, clinical studies are needed to prove the clinical efficacy of this herb, especially in cardiovascular endurance and physical performance.

ABSTRACT.AIMS:.
This prospective, double-blind, randomized, and placebo-controlled study evaluated the efficacy of Ashwagandha roots extract in enhancing cardiorespiratory endurance and improving the quality of life (QOL) in 50 healthy male/female athletic adults.

ABSTRACT.MATERIALS AND METHODS:.
Cardiorespiratory endurance was assessed by measuring the oxygen consumption at peak physical exertion (VO2 max) levels during a 20 m shuttle run test. The World Health Organization self-reported QOL questionnaire (physical health, psychological health, social relationships, and environmental factors) was used to assess the QOL. Student's t-test was used to compare the differences in a mean and change from baseline VO2 max levels, whereas Wilcoxon signed-rank test was used to assess changes in QOL scores from baseline in the two groups.

ABSTRACT.RESULTS:.
There was a greater increase from baseline (P < 0.0001) in the mean VO2 max with KSM-66 Ashwagandha (n = 24) compared to placebo (n = 25) at 8 weeks (4.91 and 1.42, respectively) and at 12 weeks (5.67 and 1.86 respectively). The QOL scores for all subdomains significantly improved to a greater extent in the Ashwagandha group at 12 weeks compared to placebo (P < 0.05).

ABSTRACT.CONCLUSION:.
The findings suggest that Ashwagandha root extract enhances the cardiorespiratory endurance and improves QOL in healthy athletic adults."
123,4704894,"TITLE.
Smoking Cessation Intervention on Facebook: Which Content Generates the Best Engagement?

ABSTRACT.BACKGROUND.
Social media offer a great opportunity to deliver smoking cessation treatment to young adults, but previous online and social media interventions targeting health behavior change have struggled with low participant engagement. We examined engagement generated by content based on the Transtheoretical Model of Behavior Change (TTM) in a motivationally tailored smoking cessation intervention on Facebook.

ABSTRACT.OBJECTIVE.
This study aimed to identify which intervention content based on the TTM (Decisional Balance and 10 processes of change) generated the highest engagement among participants in pre-action stages of change (Precontemplation, Contemplation, and Preparation).

ABSTRACT.METHODS.
Participants (N=79, 20% female, mean age 20.8) were assessed for readiness to quit smoking and assigned to one of 7 secret Facebook groups tailored to their stage of change. Daily postings to the groups based on TTM Decisional Balance and the 10 processes of change were made by research staff over 3 months. Engagement was operationalized as the number of participant comments to each post. TTM content-based predictors of number of comments were analyzed and stratified by baseline stage of change, using negative binomial regression analyses with and without zero inflation.

ABSTRACT.RESULTS.
A total of 512 TTM-based posts generated 630 individual comments. In Precontemplation and Contemplation groups, Decisional Balance posts generated above average engagement (P=.01 and P<.001). In Contemplation groups, posts based on the TTM processes Dramatic Relief and Self-Liberation resulted in below average engagement (P=.01 and P=.005). In Preparation groups, posts based on Consciousness Raising generated above average engagement (P=.009). Participant engagement decreased over time and differed between groups within Precontemplation and Contemplation stages, but was independent of day of the week and time of day the content was posted to the groups. No participant baseline characteristics significantly predicted engagement.

ABSTRACT.CONCLUSIONS.
Participants not ready to quit in the next 30 days (in Precontemplation or Contemplation) engaged most when prompted to think about the pros and cons of behavior change, while those in the Preparation stage engaged most when posts increased awareness about smoking and smoking cessation. Findings support tailoring intervention content to readiness to quit and suggest intervention components that may be most effective in generating high participant engagement on social media."
124,4711101,"TITLE.
Computer-assisted total knee arthroplasty using mini midvastus or medial parapatellar approach technique

ABSTRACT.BACKGROUND.
Despite the growing evidence in the literature there is still a lack of consensus regarding the use of minimally invasive surgical technique (MIS) in total knee arthroplasty (TKA).

ABSTRACT.METHODS.
A prospective, randomized, international multicentre trial including 69 patients was performed to compare computer-assisted TKA (CAS-TKA) using either mini-midvastus (MIS group) or standard medial parapatellar approach (conventional group).  Patients from 3 centers (Maastricht, Zwickau, Adelaide) with end-stage osteoarthritis of the knee were randomized to either an MIS group with dedicated instrumentation or a conventional group to receive cruciate retaining CAS-TKA without patella resurfacing. The primary outcome was to compare post operative pain and range of motion (ROM). The secondary outcome was to measure the duration of surgery, blood loss, chair rise test, quadriceps strength, anterior knee pain, Knee Society Score (KSS),WOMAC scores, mechanical leg axis and component alignment.

ABSTRACT.RESULTS.
Patients in the MIS group (3.97 ± 2.16) had significant more pain at 2 weeks than patients in the conventional group (2.77 ± 1.43) p = 0.003. There was no significant difference in any of the other primary outcome parameters. Surgery time was significantly longer (p < 0.001) and there were significantly higher blood loss (p = 0.002) in the MIS group as compared to the conventional group. The difference of the mean mechanical leg alignment between the groups was not statistically significant (–0.43° (95 % CI –1.50 – 0.64); p = 0.43).  There was no significant difference of component alignment between the two surgical groups with respect to flexion/extension (p = 0.269), varus/valgus (p = 0.653) or rotational alignment (p = 0.485) of the femur component and varus valgus alignment (p = 0.778) or posterior slope (p = 0.164) of the tibial component.

ABSTRACT.CONCLUSION.
There was no advantage of the MIS approach compared to a conventional approach CAS-TKA in any of the primary outcome measurements assessed, however the MIS approach was associated with longer surgical time and greater blood loss. MIS-TKA in combination with computer navigation is safe in terms of implant positioning.

ABSTRACT.TRIAL REGISTRATION NUMBER.
ClinicalTrials.gov NCT02625311 8 December 2015"
