,edit_id,doc_id,model,source,target,question,answer,primary_section,faq,secondary,note
61,1901abe969bfb4ab9871d3ca7462dd05,4555141,keziah,"Brain growth and development are critically dependent on several micronutrients. During early development cellular activity may be sensitive to micronutrient deficiencies, however the evidence from human studies is equivocal. The objective of this study was to examine the long-term cognitive and social-emotional effects of multiple micronutrient supplementation compared with iron supplementation alone, administered during infancy. This study was a follow-up to an initial randomized, double-blind controlled trial (RCT) in 2010 in which 902 infants, aged 6–17 months, from Lima, Peru, were given daily supplements of either iron (Fe) or multiple micronutrients (MMN) including zinc (451 in each group). The supplementation period for both groups was six months. In 2012, a subsample of 184 children from the original cohort (now aged 36–48 months) was randomly selected to participate in a follow-up trial and was assessed for intelligence, working memory, inhibition, and executive function. The tests showed no significant differences between the supplementation groups though there were some gender differences, with girls displaying higher scores than boys across both groups on the Wechsler Preschool and Primary Scale of Intelligence (WPPSI) Verbal IQ sentences subtest, the Day-Night cognitive test and on the Brief Infant-Toddler Social Emotional Assessment (BITSEA) social competency, and boys scoring higher than girls in problem behaviour. The results indicate that MMN supplementation had no long term additional effects on cognitive function compared with iron supplementation alone. The timing of supplement administration for maximum impact on a child's cognitive development requires further investigation.","This study looked at how certain nutrients can affect the growth of a child's brain. The researchers wanted to find out how supplements of various nutrients given in early life might impact a child's long-term mental and emotional development. 

In 2010, they gave daily supplements to 902 babies from Lima, Peru. Half of them got a supplement that was just iron, while the other half got a supplement that included iron plus some other nutrients, like zinc. They did this for six months.

Two years later, they got a random group of 184 kids from the original set to take part in another round of tests. They tested their intelligence, memory, and other brain functions, as well as their social-emotional skills. 

The results showed that the type of supplement they had as babies didn't make a difference in these areas. However, there was a noticeable difference between boys and girls. For example, girls generally had higher scores in verbal intelligence and social skills, while boys had higher scores in problem behaviour. 

These findings mean that giving extra nutrients beyond iron did not make a difference to these children's cognitive function in the long term. But the researchers reckon more research is needed to find the best time to give supplements for maximum benefit to a child's brain development.",How old were the babies in the study?,The babies in the study were between 6-17 months old.,n/a (Unsectioned),5.5 - Population,,
62,634229c346a8765e4fe245938b2e162e,2699714,keziah,"OBJECTIVE.
To gather preliminary data on the feasibility and efficacy of etanercept therapy to prolong endogenous insulin production in pediatric patients with newly diagnosed type 1 diabetes.

RESEARCH DESIGN AND METHODS.
This was a 24-week double-blind, randomized, placebo-controlled study conducted at the Diabetes Center, Women and Children's Hospital of Buffalo. Eighteen subjects (11 male and 7 female, aged 7.8–18.2 years) were randomly assigned to receive either placebo or etanercept. Inclusion criteria included age 3–18 years, GAD-65 and/or islet cell antibody positivity, A1C ≻6%, three insulin injections per day, white blood cell count 3,000–10,000, platelets ≻100,000, and normal liver and renal function. Intention-to-treat analysis was used.

RESULTS.
A1C at week 24 was lower in the etanercept group (5.91 ± 0.5%) compared with that in the placebo group (6.98 ± 1.2%; P ≺ 0.05) with a higher percent decrease from baseline than in the placebo group (etanercept 0.41 ± 0.1 vs. placebo 0.18 ± 0.21; P ≺ 0.01). The percent change in C-peptide area under the curve from baseline to week 24 showed a 39% increase in the etanercept group and a 20% decrease in the placebo group (P ≺ 0.05). From baseline to week 24 insulin dose decreased 18% in the etanercept group compared with a 23% increase in the placebo group (P ≺ 0.05). Seventeen patients completed the study, and none withdrew because of adverse events.

CONCLUSIONS.
In this small pilot study, treatment of pediatric patients newly diagnosed with type 1 diabetes with etanercept resulted in lower A1C and increased endogenous insulin production, suggesting preservation of β-cell function. A larger study is needed to further explore safety and efficacy.","GOAL.
The goal of this study was to test if a drug called etanercept could help children with newly detected type 1 diabetes continue making their own insulin for longer.

STUDY DESIGN. 
This was a six-month experiment carried out at the Children's Hospital of Buffalo's Diabetes Center. A diverse group of 18 kids aged between 7.8-18.2 years participated. They were randomly split into two groups. One group received etanercept, and the other got a placebo (a substance with no therapeutic effect). The researchers used standard criteria, including age, health status, insulin injections, and general health markers to select the participants. They treated all participants equally whether they finished the study or not.

FINDINGS. 
At the end of the study, the group that received etanercept had a lower average blood sugar level and seemed to be making more of their own insulin than the placebo group. Their average insulin dose decreased by 18%, while the placebo group's average dose increased by 23%. Importantly, none of the patients dropped out due to side effects from the etanercept.

CONCLUSIONS. 
This small preliminary study suggests that etanercept might help children newly diagnosed with type 1 diabetes maintain their ability to produce insulin. Therefore, etanercept might delay the point at which patients need to rely entirely on insulin injections. More extensive research is needed to confirm this possibility and to ensure the safety and effectiveness of this treatment approach.",How many patients completed the study?,Seventeen patients completed the study.,Results,6 - Results,,
63,377fccc97b0419161f17df00901180fd,2703617,keziah,"BACKGROUND.
Emergency department (ED) overcrowding is a ubiquitous problem with serious public health implications. The fast track area is a novel method which aims to reduce waiting time, patient dissatisfaction and morbidity. |The study objective was to determine the impact of a fast track area (FTA) on both effectiveness measures (i.e. waiting times [WT] and length of stay [LOS]) and quality measures (i.e. LWBS rates and mortality rates) in non-urgent patients. The secondary objective was to assess if a FTA negatively impacted on urgent patients entering the ED.

METHODS.
The study took place in a 500 bed, urban, tertiary care hospital in Abu Dhabi, United Arab Emirates. This was a quasi-experimental, which examined the impact of a FTA on a pre-intervention control group (January 2005) (n = 4,779) versus a post-intervention study group (January 2006) (n = 5,706).

RESULTS.
Mean WTs of Canadian Triage Acuity Scale (CTAS) 4 patients decreased by 22 min (95% CI 21 min to 24 min, P ≺ 0.001). Similarly, mean WTs of CTAS 5 patients decreased by 28 min (95% CI 19 min to 37 min, P ≺ 0.001) post FTA. The mean WTs of urgent patients (CTAS 2/3) were also significantly reduced after the FTA was opened (P ≺ 0.001). The LWBS rate was reduced from 4.7% to 0.7% (95% CI 3.37 to 4.64; P ≺ 0.001). Opening a FTA had no significant impact on mortality rates (P = 0.88).

CONCLUSION.
The FTA improved ED effectiveness (WTs and LOS) and quality measures (LWBS rates) whereas mortality rate remained unchanged.","BACKGROUND.
Emergency departments (EDs) in hospitals are often crowded, which can lead to longer waiting times and unhappy patients. To solve this problem, a new method called a 'fast track area' (FTA) was tested. This method is designed to reduce the amount of time patients wait and boost their satisfaction. The study was looking to see if this new area would really help with these factors. It also checked to see if this new area would negatively affect more urgent cases in the ED.

METHODS.
The study was conducted at a 500-bed hospital in Abu Dhabi, United Arab Emirates. It compared the waiting times and satisfaction rates of two groups: one before the FTA was introduced (in January 2005) and one after (in January 2006).

RESULTS.
The results showed that after the FTA was introduced, patients rated as less urgent in the ED waited 22 minutes less, on average. The very least urgent patients waited 28 minutes less. Even the more urgent cases benefited from shorter waiting times. The number of patients leaving without being seen (LWBS) dropped significantly from 4.7% to 0.7%. There was no notable change in the death rates after the FTA was opened.

CONCLUSION.
Overall, having a FTA in the ED helped to reduce waiting times and the rate of patients leaving without being seen, while the death rate didn't change.",Why have overcrowded hospitals become a dangerous issue?,"Besides the inconvenience of longer waiting times and unhappy patients, overcrowded hospitals pose serious public health implications.",Background,0 - Motivation,,
64,5bc8c2b95bfbfe6def22fae0e0396b22,4941128,keziah,"INTRODUCTION & OBJECTIVES.
Adaptive deep brain stimulation (aDBS) uses feedback from brain signals to guide stimulation. A recent acute trial of unilateral aDBS showed that aDBS can lead to substantial improvements in contralateral hemibody Unified Parkinson's Disease Rating Scale (UPDRS) motor scores and may be superior to conventional continuous DBS in Parkinson's disease (PD). We test whether potential benefits are retained with bilateral aDBS and in the face of concurrent medication.

METHODS.
We applied bilateral aDBS in 4 patients with PD undergoing DBS of the subthalamic nucleus. aDBS was delivered bilaterally with independent triggering of stimulation according to the amplitude of β activity at the corresponding electrode. Mean stimulation voltage was 3.0±0.1 volts. Motor assessments consisted of double-blinded video-taped motor UPDRS scores that included both limb and axial features.

RESULTS.
UPDRS scores were 43% (p=0.04; Cohen's d=1.62) better with aDBS than without stimulation. Motor improvement with aDBS occurred despite an average time on stimulation (ToS) of only 45%. Levodopa was well tolerated during aDBS and led to further reductions in ToS.

CONCLUSION.
Bilateral aDBS can improve both axial and limb symptoms and can track the need for stimulation across drug states.","INTRODUCTION & OBJECTIVES.
This research is about a deep brain stimulation method, known as adaptive deep brain stimulation (aDBS), where we use feedback from the brain to guide the process. From previous trials, we saw that aDBS had a strong positive impact on people with Parkinson's disease. Now, we wanted to check if these benefits can be achieved with bilateral aDBS (applied to both sides of the brain) when the patient is also on medication.

METHODS.
We used this therapy on 4 Parkinson's patients. The aDBS therapy was administered to both sides of their brains independently, depending on the level of their brain activity. We primarily looked at how this treatment affected the patients' movement and coordination, measured using a specific scoring system.

RESULTS. 
The treatment, aDBS, lead to a 43% improvement in the patients' coordination and movement scores. Interestingly, the improvements observed were achieved even though the treatment was used only 45% of the time. Furthermore, the commonly used Parkinson's disease medication (Levodopa) worked well with aDBS, leading to additional improvements.

CONCLUSION.
So, we conclude that using aDBS on both sides of the brain improves certain symptoms of Parkinson's disease. It's also able to adjust to the need for stimulation in patients taking medication.",What specific symptoms does the treatment improve?,The treatment improves axial (core) and limb symptoms.,Conclusion,6 - Results,,
65,d9b077a2783c2cd1127f0011eee7b9e9,3893439,keziah,"BACKGROUND.
Persistent neuroinflammation and disruptions in brain energy metabolism is commonly seen in traumatic brain injury (TBI). Because of the lack of success of most TBI interventions and the documented benefits of environmental enrichment (EE) in enhancing brain plasticity, here we focused our study on use of EE in regulating injury-induced neuroinflammation and disruptions in energy metabolism in the prefrontal cortex and hippocampus. Adult male Wistar rats were used in the study and randomly assigned to receive either: mild TBI (mTBI) using the controlled cortical injury model or sham surgery. Following surgery, rats from each group were further randomized to either: EE housing or standard laboratory housing (CON). After 4 weeks of recovery, cognitive testing was performed using the non-matching-to-sample and delayed non-matching-to-sample tasks. After completion of behavioral testing, levels of the pro-inflammatory cytokines IL-1β and TNF-α and the anti-inflammatory cytokine IL-10 were measured. In addition, levels of AMPK (adenosine monophosphate-activated protein kinase), phosphorylated AMPK and uMtCK (ubiquitous mitochondrial creatine kinase) were assessed as measures of brain energy homeostasis.

RESULTS.
Our results showed that EE: (1) decreased the pro-inflammatory cytokines IL-1β and TNF-α and enhanced levels of the anti-inflammatory cytokine IL-10 after mTBI; (2) mitigated mTBI-induced cognitive impairment; and (3) attenuated mTBI-induced downregulation in pAMPK/AMPK ratio and uMtCK levels.

CONCLUSIONS.
Our data demonstrated the potential of EE to modulate the persistent: (1) neuroinflammatory response seen following mTBI, and (2) persistent disturbance in brain energy homeostasis. It is possible that through the mechanism of modulating neuroinflammation, EE housing was able to restore the disruption in energy metabolism and enhanced functional recovery after mTBI.","BACKGROUND.
Brain injuries often lead to long-lasting inflammation and energy disruptions in brain activities. Despite several medical treatments, their effectiveness has been limited. However, it is known that environment enrichment (EE) - an uplifting environment - can help in boosting brain recovery. This study therefore looked into how EE can help in reducing inflammation and restoring energy balance in the brain after a minor brain injury. We conducted our study on adult male rats, which either had a minor brain injury or a fake surgery. These rats were then placed in either an EE or normal living conditions. After four weeks, we tested their cognitive abilities and measured the levels of inflammatory proteins in their brain. We also checked for levels of certain proteins that regulate brain energy balance.

RESULTS.
Our findings showed that EE: (1) reduced the inflammation-causing proteins and increased healing proteins following a minor brain injury; (2) lessened the cognitive problems caused by the minor brain injury; and (3) diminished the decline in energy regulating proteins from the minor brain injury.

CONCLUSIONS.
Our study suggests that EE can help to control persistent: (1) inflammation in the brain after a minor brain injury, and (2) the ongoing disruption in brain energy balance. Through these effects, EE could help to fix the energy imbalance and improve brain recovery after a minor injury.",What proteins did the researchers check for when conducting observations on the rats?,"The researchers checked for pro-inflammatory cytokines IL-1β (controls inflammatory responses), TNF-α (regulates the macrophages, which are found at infection sites or as mobile white blood cells to combat infections), and anti-inflammatory cytokine IL-10 (prevents inflammatory and autoimmune diseases). The researchers also checked for AMPK (adenosine monophosphate-activated protein kinase), which regulates cellular metabolism, phosphorylated AMPK (regulates balanced cellular functions), and uMtCK (ubiquitous mitochondrial creatine kinase), which is responsible for the transfer of high energy between the mitochondria to energy recovering and producing cells.",Background,2 - Goal,,
66,0561141a7a7ca58f20b57a94449fb0a6,4106715,keziah,"NicVAX®, a nicotine vaccine (3'AmNic-rEPA), has been clinically evaluated to determine if higher antibody concentrations are associated with higher smoking abstinence rates and if doses and frequency of administration are associated with increased antibody response. This randomized, double-blinded, placebo-controlled multicenter clinical trial (N=301 smokers) tested 200 and 400 μg doses administered 4 or 5 times over 6 months compared to placebo. 3'AmNic-rEPA recipients with the highest serum anti-nicotine antibody response (top 30% by AUC) were significantly more likely to attain 8 weeks continuous abstinence from weeks 19 through 26 than the placebo recipients (24.6% vs. 12.0%, p=0.024, OR=2.69, 95% CI, 1.14–6.37). The 5 injection 400 μg dose regimen had the greatest antibody response and had significantly higher abstinence rates than placebo. This study demonstrates proof-of-concept that 3'AmNic-rEPA elicits antibodies to nicotine and is associated with higher continuous abstinence rates, justifying its further development as a treatment for nicotine dependence.","Scientists have been testing a new nicotine vaccine, called NicVAX®, to see if it can help smokers quit. They wanted to know if more of the vaccine in the body leads to better quit rates and if giving more doses of the vaccine increases its effectiveness.

They conducted a study with 301 smokers, where some received either 200 or 400 μg doses of the vaccine, four or five times over six months, and others received a fake form of the vaccine (placebo). They found out that those who had the most significant immune response to the vaccine (the top 30%) were more likely to quit smoking for at least eight weeks compared to those who took the placebo (24.6% vs. 12.0%).

Interestingly, those who had the regimen of five shots of the higher dose (400 μg) were more likely to quit smoking than the placebo group too.

So, this study shows that NicVAX® can stimulate the body to produce nicotine antibodies and help smokers quit. This encourages further research to develop the vaccine as a potential treatment for nicotine addiction.",What about the nicotine vaccine could potentially help smokers quit?,"The nicotine vaccine boosts antibody concentrations, which helps to stimulate the immune system to produce antibodies that bind to nicotine in the bloodstream and prevent and/or slow it from crossing the blood–brain barrier and entering the brain. This reduces nicotine addiction.",n/a (Unsectioned),2 - Goal,,
67,ad496e1ed091908430022d2d3ac2b226,3917487,keziah,"BACKGROUND.
 To determine the effects of probiotic yogurt on performance and health status of young adultfemale endurance swimmers.

METHODS.
 In a randomized controlled trial, 46 endurance swimmers girls with mean age of 13.8 ±1.8 years,weight of 48.6±7.5kg and height of 159±5.6cm, were studied. Subjects were randomly assigned into two groups,receiving either 400 ml probiotic yogurt (intervention group) or ordinary yogurt (control group) daily for 8weeks. At the beginning and at the end of the study, the 400-m free swimming record was done and the HarvardStep test was employed to measure VO2max. Statistical analysis of the data was performed using SPSS software.This trial has been registered with IRCT ID of IRCT2012122311849N1.

RESULTS.
 Average changes in the records of the intervention and control groups were 3.9 and 0.5 seconds, respectively(p= 0.22). The intervention group complained of dyspnea for 2.4 days and the value for the controlwas 4.4 days (p=0.024). Values for ear pain were 0.5 and 1.6 days (p=0.008) respectively. The average numberof episodes of respiratory infection in the intervention group was 0.9 day, which was statistically fewer than thatin the control group (1.4 days), P=0.009.

CONCLUSIONS.
 A reduction in the number of episodes of respiratory infections and duration of some symptomssuch as dyspnea and ear pain was observed. Due to the reduction in upper respiratory tract infections of theathletes following intake of probiotic yogurt, improvement in VO2max is possible.","BACKGROUND.
This study aims to explore the results of eating probiotic yogurt on the physical performance and general health of young female swimmers.

METHODS.
We conducted a study with 46 young, female endurance swimmers, and split them into two groups randomly. We asked one group to consume 400 ml of probiotic yogurt daily for eight weeks while the other group was given regular yogurt. Then, we measured their swimming speed and their oxygen usage during exercise, both pre and post study. We analyzed all data using a specific type of software called SPSS. This study has been officially registered.

RESULTS.
On average, the probiotic yogurt group improved their swimming speed slightly more than the regular yogurt group. They also reported less difficulty breathing and ear pain, and had fewer respiratory infections.

CONCLUSIONS.
We observed that eating probiotic yogurt reduced respiratory infections and problems like difficulty with breathing and ear pain. This suggests that the intake of probiotic yogurt could enhance their oxygen usage during exercise due to less respiratory tract infections.",How old were the participants?,The participants were on average 13.8 years old.,Methods,5.5 - Population,,
68,601b3aecf1b9c532fb0716e8e85fcceb,4166055,keziah,"BACKGROUND.
The aim of this study was to examine the effects of preoperatively administered i.v. hypertonic saline on hypotension following induction of general anesthesia.

MATERIALS AND METHODS.
Fifty-four patients who scheduled for elective surgery were randomly allocated to two groups of 27 patients who received hypertonic saline 5% (2.3 ml/kg) or received normal saline (13 ml/kg). Infusion of hypertonic saline was done half an hour before induction of anesthesia during 30 minutes. Anesthesia was conducted in a standard protocol for all patients. Age, sex, body mass index (BMI), systolic and diastolic blood pressure (SBP, DBP), heart rate (HR) and mean arterial pressure (MAP) were assessed in all patients.

RESULTS.
The mean age of patients was 36.68 ± 10.8 years. Forty percent of patients were male. The mean SBP at min 2 and min 5, mean of DBP at min 2, 5, and 15, mean of HR at all time points and mean of MAP at min 2 and 15 between groups were no significantly different (P ≻ 0.05), but mean of SBP at min 10 and 15, mean of DBP at min 10, and mean of MAP at min 5 and 10 in hypertonic saline group was significantly more than the normal group (P ≺ 0.05). Trend of SBP, DBP, HR and MAP between groups were not significantly different (P ≻ 0.05).

CONCLUSIONS.
Infusion of hypertonic saline 5% (2.3 mg/kg) before the general anesthesia led to a useful reduction in MAP and reduced heart rate, with no episodes of severe hypotension.","BACKGROUND.
This study was focused on looking at how giving a strong salt solution (hypertonic saline) by IV before surgery influences low blood pressure that can happen after putting a patient to sleep for the surgery.

MATERIALS AND METHODS.
We studied 54 patients who were going to have surgery. They were divided into two groups of 27 people each - one group was given a strong salt solution and the other was given a normal salt solution. The strong salt solution was given half an hour before the patient was put to sleep for surgery. We followed the same anesthesia process for all patients. We kept track of the patients' age, gender, body mass index (BMI), blood pressure, heart rate, and the average pressure in their arteries.

RESULTS.
The average age of the patients was about 37 years old, and 40% of them were men. We found that the strong salt solution didn't have a significant effect on the patients' blood pressure or heart rate at certain time points. However, other time points showed a significant increase in the blood pressure and average arterial pressure for patients who were given the strong salt solution.

CONCLUSIONS.
Giving a strong salt solution to patients before putting them to sleep for surgery can help avoid a big drop in blood pressure and a faster heart rate. It means there will be less chance of severe low blood pressure episodes.",What blood pressure measures were looked at during the study?,The study looked at both systolic (measures the pressure in your arteries when your heart beats) and diastolic (measures the pressure in your arteries when your heart rests between beats) blood pressure.,Methods,2 - Goal,,
69,33bac36a8aa19833fa61a6609a142aa9,4360612,keziah,"BACKGROUND.
Sacroiliac (SI) joint pain is a prevalent, underdiagnosed cause of lower back pain. SI joint fusion can relieve pain and improve quality of life in patients who have failed nonoperative care. To date, no study has concurrently compared surgical and non-surgical treatments for chronic SI joint dysfunction.

METHODS.
We conducted a prospective randomized controlled trial of 148 subjects with SI joint dysfunction due to degenerative sacroiliitis or sacroiliac joint disruptions who were assigned to either minimally invasive SI joint fusion with triangular titanium implants (N=102) or non-surgical management (NSM, n=46). SI joint pain scores, Oswestry Disability Index (ODI), Short-Form 36 (SF-36) and EuroQol-5D (EQ-5D) were collected at baseline and at 1, 3 and 6 months after treatment commencement. Six-month success rates, defined as the proportion of treated subjects with a 20-mm improvement in SI joint pain in the absence of severe device-related or neurologic SI joint-related adverse events or surgical revision, were compared using Bayesian methods.

RESULTS.
Subjects (mean age 51, 70% women) were highly debilitated at baseline (mean SI joint VAS pain score 82, mean ODI score 62). Six-month follow-up was obtained in 97.3%. By 6 months, success rates were 81.4% in the surgical group vs. 23.9% in the NSM group (difference of 56.6%, 95% posterior credible interval 41.4-70.0%, posterior probability of superiority ≻0.999). Clinically important (≥15 point) ODI improvement at 6 months occurred in 75% of surgery subjects vs. 27.3% of NSM subjects. At six months, quality of life improved more in the surgery group and satisfaction rates were high. The mean number of adverse events in the first six months was slightly higher in the surgical group compared to the non-surgical group (1.3 vs. 1.0 events per subject, p=0.1857).

CONCLUSIONS.
Six-month follow-up from this level 1 study showed that minimally invasive SI joint fusion using triangular titanium implants was more effective than non-surgical management in relieving pain, improving function and improving quality of life in patients with SI joint dysfunction due to degenerative sacroiliitis or SI joint disruptions.

CLINICAL RELEVANCE.
Minimally invasive SI joint fusion is an acceptable option for patients with chronic SI joint dysfunction due to degenerative sacroiliitis and sacroiliac joint disruptions unresponsive to non-surgical treatments.","BACKGROUND.
Lower back pain is often caused by a problem in the area where your spine connects to your hips, called the sacroiliac joint. Sometimes, this pain can be treated by using surgery to fuse or join together parts of this joint. However, we don't have any studies yet that have compared how patients do with this surgery versus without it.

METHODS.
We set up a study with 148 patients who had problems with their sacroiliac joint. We randomly picked some to get a special kind of low-impact surgery (102 people), while others (46 people) were treated without surgery. We measured how much pain and disability our patients were feeling when the study started. Then, we checked on them 1, 3, and 6 months after treatment to see if there was an improvement. 

RESULTS.
Our patients, most of whom were women and averaged 51 years of age, were having a lot of trouble with pain and disability at the start of the study. We were able to follow up with almost all of them at the six-month mark. By then, about 81.4% of the surgery patients were doing significantly better, compared to 23.9% of the non-surgery group. Also, 75% of the surgery group showed great improvement in how they were able to move around and do daily activities versus 27.3% in the non-surgery group. Finally, the surgery patients generally felt happier and more satisfied. 
However, it's worth mentioning that slightly more surgery patients experienced complications or side effects than non-surgery patients.

CONCLUSIONS.
After six months, the results of our high-level study show that the low-impact surgery is much more effective than non-surgery treatment in reducing pain, improving motion, and increasing the happiness of patients who have problems with their sacroiliac joint.

CLINICAL RELEVANCE. 
This less-invasive surgery could be a good treatment option for patients with sacroiliac joint problems who aren't finding relief from non-surgical treatments.",What percentage of the participants were women?,About 70% of the participants were women.,Results,5.5 - Population,,
70,784ae8ecc78819df28c1ba77dccbe6c9,5019463,keziah,"PURPOSE.
Patients with glaucoma who do not keep their follow-up eye care appointments are at risk for developing more severe ocular disease. The primary aim of the current study was to evaluate whether the use of a patient navigator altered adherence to follow-up eye care appointments in community-versus office-based settings.

PATIENTS AND METHODS.
Patients diagnosed with a glaucoma-related condition following a comprehensive eye examination at 43 community sites in Philadelphia, PA, USA, were enrolled in this prospective, randomized, controlled trial. Patients were randomized into three groups for a 1-year period: Group 1 (G1) received follow-up eye care in a community-based setting with assistance from a patient navigator; Group 2 (G2) received follow-up eye care in an office-based setting with assistance from a patient navigator; and Group 3 (G3) received follow-up eye care in an office-based setting without a patient navigator (usual care). Adherence rates were compared among these three groups using a chi-squared test at a significance level of 0.05.

RESULTS.
A total of 155 patients with glaucoma-related diagnoses were enrolled. The mean age (±standard deviation) was 71.2 (±10.0) years. Patients were predominantly female (65.8%, n=102/155) and African-American (71.6%, n=111/155). The mean (±standard deviation) number of follow-up visits during the 1-year study period was 1.3 (±1.3) for G1, 1.6 (±1.3) for G2, and 1.3 (±1.1) for G3 (P=0.48). Appointment adherence, defined as attendance of ≥1 follow-up visit, was 69.8% (n=37/53) for G1, 82.5% (n=47/57) for G2, and 73.3% (n=33/45) for G3, (P=0.28). Sub-analysis of adherence rates for patients who attended ≥2 follow-up visits were 91.3% (n=21/23) for G1, 74.3% (n=26/35) for G2, and 66.7% (n=18/27) for G3, (P=0.11).

CONCLUSION.
Help from a patient navigator did not increase the likelihood of keeping ≥1 follow-up appointment in an office-based setting. Adherence rates for follow-up appointments reached close to 70% or above in a self-selected patient population.","PURPOSE.
This study looked at how having a 'patient navigator' - a person who helps guide a patient through their healthcare journey - could change how regularly patients with glaucoma go to their follow-up eye check-ups. This is important because missed appointments can lead to worse vision problems. 

PATIENTS AND METHODS. 
The study used people who were diagnosed with some form of glaucoma after taking an eye test in Philadelphia, USA. These people were put into three groups for one year: one group got their check-ups in their community with a patient navigator, the next group got check-ups in an office with a navigator, and the final group got office check-ups but without a navigator. Then, they compared how well each group stuck to their appointment schedule. 

RESULTS.
155 patients were included in this study. They were generally around 71 years old, mostly women, and primarily African-American. The number of follow-up visits during the year was about the same between the three groups. Around 70% to 82% of patients in all groups attended at least one follow-up visit. When looking at only the people who attended two or more follow-up visits, the group with a patient navigator within the community had the highest turn out. 

CONCLUSION.
Even though having a patient navigator didn't make people more likely to go to an office for their check-ups, people did have a decent rate of attendance at their follow-up visits on their own. It is unclear if the community-based care with a navigator helped with the higher rate of attendance for two or more check-ups, which suggests more study is needed.",What was the major criterion for patients to participate in the study?,"The 155 patients who participated in this study had a glaucoma-related diagnosis, meaning they had been diagnosed with an eye condition that causes vision loss.",Results,1.1 - Inclusion Criteria,,
71,468dde621ddd90c55dba7ae4f4b0517f,4313493,keziah,"AIMS.
The aim was to compare efficacy and cost-effectiveness of bimatoprost 0.03% and brimonidine 0.2% in primary open-angle glaucoma (POAG)/ocular hypertension (OHT).

SETTINGS AND DESIGN.
Open, randomized, cross-over, comparative study.

MATERIALS AND METHODS.
Forty patients of POAG or OHT with intraocular pressure (IOP) ≺30 mm Hg were included in the study after a written informed consent. The patients were divided randomly into two groups of 20 patients each. Patients of group A were administered bimatoprost 0.03% eye drops once daily, and those of group B brimonidine 0.2% eye drops twice daily for a period of 4 weeks. After a washout period of 4 weeks, the patients were crossed over that is, group A was administered brimonidine 0.2% and group B bimatoprost 0.03%. Fall in IOP at 4 weeks was recorded. The daily cost of each drug was calculated by maximum retail price and the average number of drops per bottle. The cost-effectiveness was then calculated as the cost of drug/mm Hg fall in IOP.

STATISTICS.
Independent samples t-test was used to compare the efficacy of both drugs.

RESULTS.
IOP lowering with bimatoprost (8.9 ± 1.598 mm Hg) was significantly (P ≺ 0.0001) higher than brimonidine (6.55 ± 1.26 mm Hg). The number of drops/ml were 33.43 ± 0.52 and 25.49 ± 0.26, respectively, for bimatoprost and brimonidine. Treatment with bimatoprost was costlier than brimonidine with daily costs/eye Rs. 4.02 ± 0.06 and 3.14 ± 0.03, yearly costs/eye Rs. 1467.46 ± 20.74 and 1147.75 ± 11.15, respectively. Bimatoprost was more cost-effective than brimonidine with the cost-effectiveness ratio (CER) respectively Rs. 13.10 ± 2.61/mm Hg and Rs. 13.96 ± 2.86/mm Hg. Incremental CER Rs. 10.43/mm Hg implies lower costs/mm Hg extra IOP lowering by bimatoprost than Rs. 13.96 for brimonidine.

CONCLUSION.
In spite of being costlier, bimatoprost is more efficacious and cost-effective than brimonidine.","GOAL:
We wanted to see if two particular eye drops, bimatoprost 0.03% and brimonidine 0.2%, work well and are good value for money for people with a specific eye condition causing increased eye pressure (called primary open-angle glaucoma) or high eye pressure (ocular hypertension).

HOW WE DID IT:
We carried out a study involving 40 volunteers who had these conditions but only mild eye pressure. We randomly divided them into two different groups. Half of them were given bimatoprost drops once a day, while the other half used brimonidine drops twice a day, for a month. After resting for a month, we switched the groups: the first group started using brimonidine, and the second group used bimatoprost. We recorded the drop in eye pressure after a month for both groups. We then calculated the cost per day of both treatments, and how much it cost per unit of pressure dropped (cost-effectiveness).

HOW WE FIGURED OUT THE RESULTS:
We used a common statistical method to compare how effective both drugs were.

RESULTS:
We found that bimatoprost was significantly more effective, reducing eye pressure more than brimonidine. However, bimatoprost was also more expensive on a per drop basis than brimonidine. Despite the higher price, when looking at the cost in relation to how much it lowers eye pressure, bimatoprost ended up being a more cost-effective option than brimonidine.

CONCLUSION:
Although it's a bit more expensive, bimatoprost is more effective and gives you more bang for your buck than brimonidine when it comes to treating these eye conditions.",What was the setting and design of the study?,"The study was an open (both participants and researchers knew who was assigned which drops), cross-over (the participants receive both treatments at some point in the study), comparative study (comparing the two drops).",Methods,5.1 - Experiment Protocol,,
